name,Age,selling_price,km_driven,fuel,seller_type,transmission,owner
Mercedes-Benz C-Class Progressive C 220d,5,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive 30d xLine,4,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,8,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10 Magna AT,6,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT Option,7,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 AT,6,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,11,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,10,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire VDI,6,600000,46507,Diesel,Trustmark Dealer,Manual,0
Maruti Baleno Alpha 1.3,6,650000,70000,Diesel,Individual,Manual,0
Chevrolet Spark 1.0 LS,12,140000,60000,Petrol,Individual,Manual,1
Maruti Alto LXi,12,150000,70000,Petrol,Individual,Manual,0
Datsun GO Plus A Option Petrol,5,450000,10000,Petrol,Individual,Manual,1
Hyundai Accent CRDi,17,170000,245244,Diesel,Individual,Manual,1
Renault KWID 1.0 RXT Optional,6,400000,60000,Petrol,Individual,Manual,0
Tata Tiago 1.2 Revotron XE,7,300000,30000,Petrol,Individual,Manual,0
Maruti Alto 800 Base,11,250000,8000,Petrol,Individual,Manual,0
Tata Tigor 1.2 Revotron XM,4,500000,10000,Petrol,Individual,Manual,0
Hyundai Accent CRDi,21,85000,100000,Diesel,Individual,Manual,1
Nissan Sunny Diesel XL,11,300000,110000,Diesel,Individual,Manual,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Mahindra XUV500 AT W8 FWD,8,740000,45000,Diesel,Dealer,Automatic,0
Hyundai Santro Xing XG,18,70000,68500,Petrol,Dealer,Manual,0
Hyundai Santro Sportz AMT,4,484999,5007,Petrol,Dealer,Automatic,0
Nissan Micra Active XV S,10,164000,30000,Petrol,Individual,Manual,0
Honda City 1.5 V AT,15,140000,70000,Petrol,Individual,Automatic,0
Mercedes-Benz E-Class E250 CDI Elegance,12,999000,49600,Diesel,Dealer,Automatic,0
Maruti Alto LXI,18,56000,23000,Petrol,Individual,Manual,1
BMW 7 Series 730Ld,17,1050000,30000,Diesel,Dealer,Automatic,0
Hyundai Verna 1.6 VTVT,13,190000,38000,Petrol,Dealer,Manual,0
Audi Q5 3.0 TDI Quattro Technology,5,3899000,22000,Diesel,Dealer,Automatic,0
Hyundai i10 Sportz 1.2,12,235000,43100,Petrol,Dealer,Manual,0
Datsun GO Plus T,6,350000,10171,Petrol,Dealer,Manual,0
Renault Duster 110PS Diesel RxL,8,465000,41123,Diesel,Dealer,Manual,0
Toyota Camry Hybrid 2.5,6,1900000,20118,Petrol,Dealer,Automatic,0
Honda City i DTec SV,9,450000,40000,Diesel,Dealer,Manual,0
Volkswagen Jetta 2.0L TDI Highline,8,790000,52517,Diesel,Dealer,Manual,0
Mahindra Marazzo M2 8Str,4,900000,20000,Diesel,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,9,450000,99117,Diesel,Dealer,Manual,0
Chevrolet Spark 1.0 LS,14,135000,90000,Petrol,Individual,Manual,0
Maruti Celerio ZXI MT BSIV,4,425000,3700,Petrol,Individual,Manual,0
Tata Indica Vista Terra 1.4 TDI,13,100000,80000,Diesel,Individual,Manual,0
Ford EcoSport 1.5 TDCi Titanium BSIV,8,650000,100000,Diesel,Individual,Manual,1
Tata Indica Vista Aqua 1.4 TDI,12,90000,54000,Diesel,Individual,Manual,0
Hyundai EON Era Plus,6,250000,19000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDI,9,300000,120000,Diesel,Individual,Manual,0
Maruti Wagon R VXI BS IV,9,275000,30000,Petrol,Individual,Manual,0
Honda BRV i-VTEC V MT,6,600000,43500,Petrol,Individual,Manual,0
Renault KWID RXT,7,270000,60000,Petrol,Individual,Manual,1
Renault KWID RXT Optional,7,240000,70000,Petrol,Individual,Manual,1
Skoda Octavia Elegance 2.0 TDI AT,9,1200000,135000,Diesel,Individual,Automatic,1
Chevrolet Beat Diesel LS,11,160000,50000,Diesel,Individual,Manual,0
Honda Jazz 1.5 VX i DTEC,5,790000,19571,Diesel,Dealer,Manual,0
Honda City i-VTEC ZX,5,1200000,29600,Petrol,Dealer,Manual,0
Maruti Swift LXI,12,175000,70000,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,5,950000,15000,Diesel,Individual,Automatic,0
Maruti Celerio LXI MT BSIV,4,340000,50000,Petrol,Individual,Manual,0
Renault Captur 1.5 Diesel RXT,6,825000,13500,Diesel,Individual,Manual,0
Audi A4 30 TFSI Technology,5,3100000,22000,Petrol,Individual,Automatic,0
Honda Amaze VX Diesel BSIV,5,780000,25000,Diesel,Dealer,Manual,0
Toyota Corolla Altis 1.8 VL AT,13,350000,80000,Petrol,Individual,Automatic,1
Honda Amaze VX Petrol BSIV,5,690000,39000,Petrol,Dealer,Manual,0
Maruti Alto 800 VXI,7,245000,60000,Petrol,Individual,Manual,0
Honda Amaze VX Diesel BSIV,5,790000,49000,Diesel,Dealer,Manual,0
Honda Amaze VX i-VTEC,5,680000,48600,Petrol,Dealer,Manual,0
Hyundai Grand i10 Asta Option,6,540000,20000,Petrol,Individual,Manual,1
Mahindra KUV 100 mFALCON G80 K2,7,425000,25000,Petrol,Individual,Manual,0
Maruti Zen Estilo Sports,15,140000,120000,Petrol,Individual,Manual,0
Maruti Ertiga ZDI Plus,4,1100000,30000,Diesel,Individual,Manual,0
Renault Lodgy 85PS RxL,8,715000,35000,Diesel,Individual,Manual,0
Maruti Swift VXI,10,370000,90000,Petrol,Individual,Manual,0
Hyundai Verna CRDi ABS,16,175000,80000,Diesel,Individual,Manual,1
Mercedes-Benz E-Class 230,25,1000000,35000,Petrol,Individual,Automatic,1
Maruti Alto 800 LXI,10,92800,25000,Petrol,Individual,Manual,1
Tata Xenon XT EX 4X2,9,291000,90000,Diesel,Individual,Manual,0
Maruti Alto 800 LXI,10,92800,25000,Petrol,Individual,Manual,1
Renault KWID 1.0 RXT Optional,7,350000,20000,Petrol,Individual,Manual,0
Maruti Omni 5 Str STD,25,65000,60000,Petrol,Dealer,Manual,1
Maruti Swift Dzire VDI,8,650000,58000,Diesel,Individual,Manual,0
Maruti Wagon R LX BS IV,9,350000,40000,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,18,75000,70000,Petrol,Individual,Manual,1
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),11,440000,70000,Diesel,Dealer,Manual,0
Hyundai Santro Xing GLS,10,270000,60000,Petrol,Individual,Manual,0
Toyota Innova 2.5 V Diesel 7-seater,9,1150000,135000,Diesel,Dealer,Manual,0
Maruti Omni 8 Seater BSII,8,238000,70000,Petrol,Dealer,Manual,0
Mercedes-Benz B Class B180 Sports,10,1100000,40000,Petrol,Individual,Automatic,1
Mahindra XUV500 W10 2WD,8,1200000,75000,Diesel,Dealer,Manual,1
Skoda Fabia 1.2L Diesel Ambiente,13,260000,150000,Diesel,Individual,Manual,0
Toyota Etios VD,11,350000,140000,Diesel,Individual,Manual,1
Toyota Etios Liva VD,8,480000,70000,Diesel,Individual,Manual,0
Toyota Etios Liva GD,11,345000,137250,Diesel,Individual,Manual,1
Mahindra Scorpio M2DI,10,500000,110000,Diesel,Individual,Manual,1
Hyundai Grand i10 Asta Option,6,595000,27000,Petrol,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX Option,4,1295000,9000,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline BSIV,4,1350000,5400,Diesel,Dealer,Manual,1
Renault KWID Climber 1.0 MT Opt BSIV,3,541000,1000,Petrol,Dealer,Manual,1
Hyundai Santro Asta,5,515000,16000,Petrol,Dealer,Manual,0
Ford Figo Aspire Titanium Plus Diesel,4,894999,13000,Diesel,Dealer,Manual,1
Renault Pulse RxZ Optional,11,325000,47000,Diesel,Dealer,Manual,0
Maruti Ciaz 1.4 Alpha,5,925000,22000,Petrol,Individual,Manual,0
Nissan Terrano XL P,6,844999,30000,Petrol,Individual,Manual,0
Maruti Ciaz 1.4 Alpha,5,925000,20000,Petrol,Individual,Manual,0
Tata Manza Club Class Quadrajet90 LX,10,300000,60000,Diesel,Individual,Manual,0
Toyota Camry M/t,15,650000,75000,Petrol,Individual,Manual,1
Maruti Alto K10 LXI,13,175000,64000,Petrol,Dealer,Manual,0
Maruti SX4 S Cross DDiS 320 Delta,8,325000,80000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxZ,6,600000,90000,Diesel,Individual,Manual,0
Maruti Swift ZXI Plus,5,700000,30000,Petrol,Individual,Manual,0
Toyota Corolla H3,20,95000,120000,Petrol,Individual,Automatic,1
Maruti Celerio ZXI,4,490000,20000,Petrol,Dealer,Manual,0
Tata Safari DICOR 2.2 EX 4x2,10,380000,100000,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,5,550000,31000,Petrol,Dealer,Manual,0
Maruti Alto 800 LXI,10,225000,47000,Petrol,Dealer,Manual,0
Tata Nexon 1.2 Revotron XM,5,570000,11200,Petrol,Individual,Manual,0
Maruti Alto 800 LXI,5,305000,35000,Petrol,Dealer,Manual,0
Maruti Wagon R Duo Lxi,13,240000,50000,Other,Dealer,Manual,0
Maruti Ertiga SHVS VDI,8,700000,55000,Diesel,Dealer,Manual,0
Maruti Omni E MPI STD BS IV,5,288000,20000,Petrol,Dealer,Manual,0
Mahindra Bolero B4,6,800000,75000,Diesel,Dealer,Manual,0
Maruti Celerio VXI,6,430000,93000,Petrol,Dealer,Manual,0
Chevrolet Beat Diesel LT Option,14,195000,57000,Diesel,Dealer,Manual,1
Maruti Eeco Smiles 5 Seater AC,9,325000,30000,Petrol,Dealer,Manual,0
Renault Duster 85PS Diesel RxE,10,450000,73000,Diesel,Dealer,Manual,0
Maruti Swift Dzire VDI,7,630000,65000,Diesel,Dealer,Manual,0
Maruti Swift 1.3 VXi,14,250000,62000,Petrol,Dealer,Manual,1
Hyundai Santro GLS I - Euro II,16,135000,85000,Petrol,Dealer,Manual,0
Chevrolet Spark 1.0 PS,13,110000,73000,Petrol,Individual,Manual,0
Maruti Swift ZDi,11,350000,55000,Diesel,Dealer,Manual,0
Maruti Omni E MPI STD BS IV,7,240000,5800,Petrol,Individual,Manual,1
Toyota Innova 2.5 V Diesel 8-seater,14,350000,350000,Diesel,Individual,Manual,0
Maruti Swift ZXI Plus,5,600000,30000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDI,5,750000,20000,Diesel,Individual,Manual,0
Hyundai EON Era Plus,5,270000,20000,Petrol,Individual,Manual,0
Maruti Alto LXi,16,90000,100000,Petrol,Individual,Manual,1
Maruti Wagon R Stingray VXI,10,350000,65000,Petrol,Individual,Manual,0
Ford Figo Diesel Celebration Edition,10,285000,90000,Diesel,Individual,Manual,1
Toyota Innova 2.5 E Diesel MS 7-seater,12,665000,267000,Diesel,Individual,Manual,1
Mahindra Scorpio 2.6 CRDe,18,175000,250000,Diesel,Individual,Manual,1
Mahindra Xylo D2,12,350000,140000,Diesel,Individual,Manual,1
Honda City i-VTEC CVT ZX,5,1225000,22000,Petrol,Dealer,Automatic,0
Honda Jazz Select Edition Active,13,285000,60000,Petrol,Dealer,Manual,1
Honda City i-VTEC VX,5,1000000,28635,Petrol,Dealer,Manual,0
Honda Amaze VX Diesel BSIV,5,780000,32114,Diesel,Dealer,Manual,0
Maruti Celerio VXI,9,300000,82000,Petrol,Dealer,Manual,1
Maruti Swift VXI BSIII,17,160000,95149,Petrol,Dealer,Manual,1
Honda Amaze VX i-VTEC,5,625000,68458,Petrol,Dealer,Manual,0
Maruti Ritz VXi,13,265000,42000,Petrol,Individual,Manual,0
Honda City i DTEC V,9,515000,90000,Diesel,Individual,Manual,1
Hyundai EON D Lite,7,210000,30000,Petrol,Individual,Manual,0
Maruti Alto LXi,14,140000,80000,Petrol,Individual,Manual,1
Toyota Innova 2.5 GX (Diesel) 7 Seater,8,940000,128000,Diesel,Individual,Manual,0
Nissan Terrano XV Premium 110 PS,10,750000,80000,Diesel,Individual,Manual,0
Maruti Baleno Alpha 1.3,7,610000,100000,Diesel,Individual,Manual,0
Nissan Sunny XV D Premium Leather,8,450000,50000,Diesel,Individual,Manual,0
Toyota Etios Liva GD,11,409999,56000,Diesel,Individual,Manual,0
Hyundai EON 1.0 Era Plus,5,100000,21302,Petrol,Individual,Manual,0
Hyundai i20 Active 1.4 SX,7,650000,100000,Diesel,Individual,Manual,0
Mahindra TUV 300 T8,6,650000,80000,Diesel,Individual,Manual,0
Hyundai Getz 1.3 GLS,13,150000,105546,Petrol,Individual,Manual,0
Toyota Etios Liva 1.2 V,5,500000,10000,Petrol,Individual,Manual,0
Toyota Innova 2.5 GX 7 STR BSIV,11,1000000,80000,Diesel,Individual,Manual,1
Hyundai i20 Magna Optional 1.2,10,340000,35000,Petrol,Individual,Manual,0
Hyundai Elite i20 Asta Option BSIV,4,800000,11240,Petrol,Individual,Manual,0
Toyota Innova 2.5 G (Diesel) 8 Seater,10,1010000,120000,Diesel,Individual,Manual,0
Toyota Etios GD,12,350000,120000,Diesel,Individual,Manual,1
Maruti Swift VDI BSIV,7,595000,70000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX 2WD BSIV,9,700000,130000,Diesel,Individual,Manual,1
Renault KWID RXL,4,265000,40000,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,8,320000,60000,Petrol,Individual,Manual,1
Honda City 1.5 S MT,12,310000,110000,Petrol,Individual,Manual,0
Honda City i DTEC VX,9,700000,130000,Diesel,Individual,Manual,0
Maruti Alto LXi BSIII,14,130000,80000,Petrol,Individual,Manual,1
Maruti Swift Dzire VDi,14,150000,120000,Diesel,Individual,Manual,1
Honda Amaze E i-Dtech,8,300000,104000,Diesel,Individual,Manual,1
Maruti Swift Dzire LXi,12,150000,100000,Petrol,Individual,Manual,1
Honda City 1.3 EXI,20,120000,132343,Petrol,Individual,Manual,1
Hyundai Creta 1.4 CRDi S Plus,7,950000,90000,Diesel,Individual,Manual,1
Maruti Wagon R VXI BS IV,16,100000,60000,Petrol,Individual,Manual,1
Honda Jazz 1.5 SV i DTEC,8,450000,76000,Diesel,Individual,Manual,0
Maruti 800 EX,19,30000,60000,Petrol,Individual,Manual,1
Mahindra Renault Logan 1.6 Petrol GLSX,14,200000,30000,Petrol,Individual,Manual,1
Tata Indigo LS,13,250000,96000,Diesel,Individual,Manual,1
Mahindra Marazzo M8 8Str,5,1300000,10000,Diesel,Individual,Manual,0
Toyota Etios Liva 1.4 VD,6,425000,36000,Diesel,Dealer,Manual,0
Honda Amaze VX O iDTEC,6,550000,12997,Diesel,Dealer,Manual,0
Maruti Ciaz 1.4 AT Zeta,6,500000,40000,Petrol,Individual,Automatic,0
Hyundai Verna CRDi 1.6 SX Option,5,1150000,26430,Diesel,Dealer,Manual,0
Maruti Swift 1.3 VXI ABS,8,475000,24600,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,12,260000,28481,Petrol,Dealer,Manual,0
Ford Ecosport 1.0 Ecoboost Titanium Optional,10,350000,100000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,10,750000,41988,Diesel,Dealer,Manual,0
Maruti Wagon R LXI,14,180000,30375,Petrol,Dealer,Manual,0
Renault KWID Climber 1.0 AMT BSIV,6,350000,7658,Petrol,Dealer,Automatic,0
Maruti Swift Dzire VDI,6,611000,34400,Diesel,Dealer,Manual,0
Renault KWID RXL BSIV,6,325000,18500,Petrol,Dealer,Manual,0
Maruti Alto VXi,8,280000,26134,Petrol,Dealer,Manual,0
Maruti Wagon R AMT VXI,9,300000,28942,Petrol,Dealer,Automatic,0
Mahindra XUV500 W8 2WD,11,711000,53600,Diesel,Dealer,Manual,0
Toyota Innova 2.5 G (Diesel) 8 Seater,8,851000,53652,Diesel,Dealer,Manual,0
Maruti Ritz VDi,12,260000,52895,Diesel,Dealer,Manual,0
Hyundai Verna SX Diesel,10,550000,42324,Diesel,Dealer,Manual,1
Mahindra XUV500 W10 1.99 mHawk,7,1044999,65000,Diesel,Dealer,Manual,0
Mahindra Scorpio EX,11,550000,60236,Diesel,Dealer,Manual,0
Maruti Wagon R VXI BS IV,9,210000,70000,Petrol,Individual,Manual,1
Maruti Wagon R VXI BS IV,9,210000,70000,Petrol,Individual,Manual,1
Mahindra Xylo E8,14,290000,100000,Diesel,Individual,Manual,1
Fiat 500 Lounge,15,250999,110000,Diesel,Individual,Manual,0
Renault Triber RXT BSIV,4,600000,10300,Petrol,Individual,Manual,0
Fiat Grande Punto EVO 1.3 Active,9,270000,120000,Diesel,Individual,Manual,1
Tata New Safari 4X4 EX,11,550000,142000,Diesel,Individual,Manual,0
Mahindra TUV 300 mHAWK100 T8,6,800000,25000,Diesel,Individual,Manual,0
Tata Altroz XE,3,500000,5000,Petrol,Individual,Manual,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,7,396000,28643,Petrol,Dealer,Manual,0
Honda City i DTEC VX,9,600000,50000,Diesel,Individual,Manual,0
Maruti Wagon R ZXI 1.2,4,575000,30000,Petrol,Dealer,Manual,0
Hyundai Santro Sportz BSIV,3,520000,5000,Petrol,Individual,Manual,0
Mahindra XUV500 AT W10 FWD,5,1400000,30000,Diesel,Individual,Automatic,0
Maruti Baleno Delta Automatic,5,600000,7600,Petrol,Individual,Automatic,0
Chevrolet Beat Diesel LS,10,195000,47253,Diesel,Dealer,Manual,0
Maruti Alto K10 VXI AGS,8,281000,4432,Petrol,Dealer,Automatic,1
Tata Indica GLS BS IV,13,75000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 Sportz,9,400000,25000,Petrol,Individual,Manual,0
Tata Indica Vista Terra 1.4 TDI,14,93000,70000,Diesel,Individual,Manual,1
Hyundai i20 Active S Petrol,7,560000,68523,Petrol,Dealer,Manual,0
Hyundai EON 1.0 Era Plus,4,400000,5000,Petrol,Individual,Manual,0
Tata Tigor 1.2 Revotron XT,5,459999,40000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2 CRDi E,6,450000,43000,Diesel,Individual,Manual,0
Maruti Alto Green LXi (CNG),13,88000,80251,Other,Dealer,Manual,1
Hyundai i20 1.2 Era,13,250000,34500,Petrol,Individual,Manual,1
Ford Ikon 1.4 ZXi,23,22000,42743,Petrol,Dealer,Manual,1
Chevrolet Beat Diesel LS,10,130000,93900,Diesel,Individual,Manual,1
Maruti Zen VXi - BS III,19,79000,80000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel LS,11,120000,110000,Diesel,Individual,Manual,0
BMW 7 Series 730Ld,12,1700000,100000,Diesel,Individual,Automatic,1
Chevrolet Optra Magnum 2.0 LT,11,300000,25000,Diesel,Individual,Manual,0
Chevrolet Optra Magnum 2.0 LT,11,300000,25000,Diesel,Individual,Manual,0
Maruti A-Star Lxi,14,145000,25000,Petrol,Individual,Manual,0
Ford Endeavour 3.2 Titanium AT 4X4,4,3200000,20000,Diesel,Individual,Automatic,0
Chevrolet Spark 1.0 LT,10,240000,10000,Petrol,Individual,Manual,0
Honda WR-V i-DTEC VX,5,700000,30000,Diesel,Individual,Manual,0
Hyundai Accent GLX,13,145000,110000,Petrol,Individual,Manual,1
Maruti Ertiga VDI Limited Edition,9,535000,80000,Diesel,Individual,Manual,1
Mahindra KUV 100 mFALCON G80 K2 Plus,7,420000,21000,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,7,350000,20000,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV,8,550000,32000,Diesel,Individual,Manual,0
Mitsubishi Montero 3.2 MT,16,750000,180000,Diesel,Individual,Manual,0
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,11,198000,70000,Diesel,Individual,Manual,1
Hyundai i20 Magna Optional 1.4 CRDi,10,420000,50000,Diesel,Individual,Manual,0
Hyundai i20 Magna Optional 1.4 CRDi,10,420000,50000,Diesel,Individual,Manual,0
Ford Endeavour 4x2 XLT,19,195000,120000,Diesel,Individual,Manual,0
Hyundai EON Sportz,11,150000,55766,Petrol,Individual,Manual,1
Nissan Micra XL,12,275000,40000,Petrol,Individual,Manual,1
Maruti 800 Std,22,65000,60000,Petrol,Individual,Manual,1
Maruti Swift LXi BSIV,15,200000,50000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDi,13,250000,110000,Diesel,Individual,Manual,1
Renault Duster 85PS Diesel RxL,10,450000,1000,Diesel,Dealer,Manual,1
Maruti Ignis 1.3 Delta,5,590000,26350,Diesel,Dealer,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Tata Indigo CS LX (TDI) BS-III,8,225000,68745,Diesel,Dealer,Manual,0
Maruti Alto 800 LXI,17,165000,132000,Petrol,Individual,Manual,0
Mahindra Bolero Power Plus SLX,4,860000,35000,Diesel,Individual,Manual,0
Mahindra XUV500 W6 2WD,7,900000,47000,Diesel,Individual,Manual,0
Tata Indigo TDI,10,182000,100000,Diesel,Individual,Manual,0
Tata Indica Vista Terra 1.4 TDI,13,100000,80000,Diesel,Individual,Manual,0
Hyundai Santro Xing XL eRLX Euro III,17,100000,40000,Petrol,Individual,Manual,1
Maruti Alto K10 VXI AGS,6,375000,27289,Petrol,Dealer,Automatic,0
Tata Tiago XZA AMT,5,525000,10980,Petrol,Dealer,Automatic,0
Hyundai EON Era Plus,7,320000,24662,Petrol,Dealer,Manual,0
Maruti Swift Dzire VDI,10,525000,37000,Diesel,Dealer,Manual,0
Nissan Evalia XV,9,650000,28245,Diesel,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Sportz Option,6,575000,27005,Diesel,Dealer,Manual,0
Hyundai i10 Magna,9,355000,39227,Petrol,Dealer,Manual,0
Mahindra KUV 100 D75 K4 Plus 5Str,7,470000,31367,Diesel,Dealer,Manual,0
Maruti Wagon R LXI,15,221000,35008,Petrol,Dealer,Manual,0
Hyundai Santro Xing GLS,14,195000,27005,Petrol,Dealer,Manual,0
Maruti Zen VX,22,85000,86000,Petrol,Individual,Manual,1
Maruti Swift VDI,10,400000,50000,Diesel,Individual,Manual,0
Maruti Baleno Delta 1.3,6,650000,20000,Diesel,Individual,Manual,0
Hyundai i10 Magna 1.2,13,400000,50000,Petrol,Individual,Manual,0
Tata Manza Aura (ABS) Quadrajet BS IV,11,295000,80000,Diesel,Individual,Manual,1
Maruti Omni LPG STD BSIV,17,60000,135000,Other,Individual,Manual,1
Maruti Zen D PS,20,110000,120000,Diesel,Individual,Manual,1
Fiat Linea 1.3 Multijet Emotion,8,550000,113600,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS,15,190000,70000,Petrol,Individual,Manual,1
Ford Aspire Titanium Plus Diesel BSIV,5,861999,20000,Diesel,Dealer,Manual,0
Ford Aspire Titanium Plus BSIV,5,782000,14000,Petrol,Dealer,Manual,0
Ford Freestyle Titanium Plus Diesel BSIV,5,836000,26000,Diesel,Dealer,Manual,0
Honda City i VTEC V,7,696000,138925,Petrol,Dealer,Manual,0
Honda Jazz 1.5 VX i DTEC,7,596000,121764,Diesel,Dealer,Manual,0
Honda Jazz 1.2 VX i VTEC,7,612000,105429,Petrol,Dealer,Manual,0
Maruti Alto 800 LXI,8,114999,35000,Petrol,Individual,Manual,0
Tata Bolt Quadrajet XE,6,340000,60000,Diesel,Individual,Manual,0
Maruti Swift ZXI Plus,3,550000,5000,Petrol,Individual,Manual,0
Chevrolet Aveo U-VA 1.2 LT,15,114999,70000,Petrol,Individual,Manual,1
Maruti Wagon R VXI,23,105000,80000,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi,4,890000,20000,Diesel,Individual,Manual,0
Tata Nexon 1.2 Revotron XZ Plus,4,715000,8000,Petrol,Individual,Manual,0
Hyundai i20 Asta (o),9,525000,54000,Petrol,Dealer,Manual,1
Volkswagen Jetta 2.0L TDI Highline AT,11,735000,55300,Diesel,Dealer,Automatic,0
Honda Amaze S i-VTEC,7,495000,11958,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 SX Option,6,1025000,9000,Petrol,Dealer,Manual,0
Mahindra XUV500 W8 2WD,8,750000,70000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxL Optional,10,600000,120000,Diesel,Individual,Manual,0
Hyundai i20 Asta 1.2,9,475000,23122,Petrol,Dealer,Manual,1
Hyundai Santro Xing XO,16,80000,58000,Petrol,Dealer,Manual,1
Mahindra Bolero 2011-2019 SLE,10,325000,62200,Diesel,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,9,1470000,34000,Diesel,Dealer,Automatic,1
Fiat Avventura MULTIJET Emotion,8,350000,53000,Diesel,Individual,Manual,1
Audi A8 4.2 TDI,10,2800000,49000,Diesel,Dealer,Automatic,0
Datsun RediGO 1.0 S,6,210000,15000,Petrol,Dealer,Manual,1
Chevrolet Cruze LT,11,349000,44500,Diesel,Dealer,Manual,1
Volkswagen Jetta 1.4 TSI Comfortline,10,450000,50000,Petrol,Individual,Manual,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,10,1150000,53000,Diesel,Dealer,Automatic,0
Honda Civic 1.8 V AT,14,210000,63500,Petrol,Dealer,Automatic,0
Mercedes-Benz E-Class Exclusive E 200 BSIV,5,4500000,9800,Petrol,Dealer,Automatic,0
Volkswagen Polo GTI,6,825000,13599,Petrol,Dealer,Automatic,0
BMW X1 sDrive 20d xLine,6,2750000,13000,Diesel,Individual,Automatic,0
Chevrolet Beat Diesel,11,160000,110000,Diesel,Individual,Manual,0
Mahindra Scorpio SLE BSIV,9,550000,100000,Diesel,Individual,Manual,1
Maruti Swift 1.3 VXI ABS,17,95000,110000,Petrol,Individual,Manual,1
Toyota Innova 2.5 G (Diesel) 7 Seater,9,725000,90000,Diesel,Individual,Manual,1
Tata Tigor 1.2 Revotron XZ Option,4,670000,17000,Petrol,Individual,Manual,0
Maruti Alto LX,15,65000,140000,Petrol,Individual,Manual,0
Mahindra Xylo D4,8,500000,50000,Diesel,Individual,Manual,1
Mahindra KUV 100 mFALCON G80 K8 5str,6,600000,53000,Petrol,Individual,Manual,0
Maruti Wagon R VXI Optional,6,350000,70000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel LT,11,200000,70000,Diesel,Individual,Manual,1
Hyundai Getz 1.5 CRDi GVS,15,110000,154000,Diesel,Individual,Manual,1
Hyundai EON Sportz,11,150000,80000,Petrol,Individual,Manual,0
Maruti Zen D PS,20,75000,110000,Diesel,Individual,Manual,1
Honda Amaze EX i-Dtech,10,350000,90000,Diesel,Individual,Manual,1
Toyota Innova Crysta 2.4 VX MT 8S BSIV,5,1700000,15000,Diesel,Individual,Manual,0
