name,owner,Age,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,transmission_Manual
Renault KWID 1.0 RXT Optional,0,5,300000,10500,0,1,0,1,1
Maruti Wagon R LXI,1,19,70000,90000,0,1,0,1,1
Chevrolet Beat Diesel,0,11,160000,110000,1,0,0,1,1
Chevrolet Beat Diesel LS,0,11,160000,50000,1,0,0,1,1
Chevrolet Sail Hatchback LT ABS,0,10,225000,80000,1,0,0,1,1
Honda Jazz 1.5 VX i DTEC,0,5,790000,19571,1,0,1,0,1
Honda City 1.3 EXI,0,21,145000,100000,0,1,0,1,1
Honda City i-VTEC ZX,0,5,1200000,29600,0,1,1,0,1
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0,5,930000,20000,1,0,0,1,1
Hyundai EON D Lite,0,7,210000,30000,0,1,0,1,1
Hyundai Getz 1.5 CRDi GVS,1,15,110000,154000,1,0,0,1,1
Maruti Swift LXI,0,12,175000,70000,0,1,0,1,1
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,0,5,950000,15000,1,0,0,1,0
Renault Lodgy Stepway 85PS RXZ 8S,0,6,650000,40000,1,0,0,1,1
Maruti Swift VXI,0,4,550000,51000,0,1,0,1,1
Maruti Alto LX BSIII,1,15,85000,120000,0,1,0,1,1
Maruti Celerio LXI MT BSIV,0,4,340000,50000,0,1,0,1,1
Renault Captur 1.5 Diesel RXT,0,6,825000,13500,1,0,0,1,1
Toyota Etios 1.5 V,0,7,509999,35000,0,1,0,1,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Maruti Baleno Alpha 1.3,0,6,650000,70000,1,0,0,1,1
Chevrolet Spark 1.0 LS,1,12,140000,60000,0,1,0,1,1
Maruti Alto LXi,0,12,150000,70000,0,1,0,1,1
Datsun GO Plus A Option Petrol,1,5,450000,10000,0,1,0,1,1
Hyundai Accent CRDi,1,17,170000,245244,1,0,0,1,1
Renault KWID 1.0 RXT Optional,0,6,400000,60000,0,1,0,1,1
Tata Tiago 1.2 Revotron XE,0,7,300000,30000,0,1,0,1,1
Maruti Alto 800 Base,0,11,250000,8000,0,1,0,1,1
Tata Tigor 1.2 Revotron XM,0,4,500000,10000,0,1,0,1,1
Hyundai Accent CRDi,1,21,85000,100000,1,0,0,1,1
Nissan Sunny Diesel XL,0,11,300000,110000,1,0,0,1,1
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Mahindra XUV500 AT W8 FWD,0,8,740000,45000,1,0,1,0,0
Hyundai Santro Xing XG,0,18,70000,68500,0,1,1,0,1
Hyundai Santro Sportz AMT,0,4,484999,5007,0,1,1,0,0
Nissan Micra Active XV S,0,10,164000,30000,0,1,0,1,1
Honda City 1.5 V AT,0,15,140000,70000,0,1,0,1,0
Mercedes-Benz E-Class E250 CDI Elegance,0,12,999000,49600,1,0,1,0,0
Maruti Alto LXI,1,18,56000,23000,0,1,0,1,1
BMW 7 Series 730Ld,0,17,1050000,30000,1,0,1,0,0
Hyundai Verna 1.6 VTVT,0,13,190000,38000,0,1,1,0,1
Audi Q5 3.0 TDI Quattro Technology,0,5,3899000,22000,1,0,1,0,0
Hyundai i10 Sportz 1.2,0,12,235000,43100,0,1,1,0,1
Datsun GO Plus T,0,6,350000,10171,0,1,1,0,1
Renault Duster 110PS Diesel RxL,0,8,465000,41123,1,0,1,0,1
Toyota Camry Hybrid 2.5,0,6,1900000,20118,0,1,1,0,0
Honda City i DTec SV,0,9,450000,40000,1,0,1,0,1
Volkswagen Jetta 2.0L TDI Highline,0,8,790000,52517,1,0,1,0,1
Mahindra Marazzo M2 8Str,0,4,900000,20000,1,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium Optional,0,9,450000,99117,1,0,1,0,1
Chevrolet Spark 1.0 LS,0,14,135000,90000,0,1,0,1,1
Maruti Celerio ZXI MT BSIV,0,4,425000,3700,0,1,0,1,1
Tata Indica Vista Terra 1.4 TDI,0,13,100000,80000,1,0,0,1,1
Ford EcoSport 1.5 TDCi Titanium BSIV,1,8,650000,100000,1,0,0,1,1
Tata Indica Vista Aqua 1.4 TDI,0,12,90000,54000,1,0,0,1,1
Hyundai EON Era Plus,0,6,250000,19000,0,1,0,1,1
Maruti Swift Dzire VDI,0,9,300000,120000,1,0,0,1,1
Maruti Wagon R VXI BS IV,0,9,275000,30000,0,1,0,1,1
Honda BRV i-VTEC V MT,0,6,600000,43500,0,1,0,1,1
Renault KWID RXT,1,7,270000,60000,0,1,0,1,1
Renault KWID RXT Optional,1,7,240000,70000,0,1,0,1,1
Skoda Octavia Elegance 2.0 TDI AT,1,9,1200000,135000,1,0,0,1,0
Chevrolet Beat Diesel LS,0,11,160000,50000,1,0,0,1,1
Honda Jazz 1.5 VX i DTEC,0,5,790000,19571,1,0,1,0,1
Honda City i-VTEC ZX,0,5,1200000,29600,0,1,1,0,1
Maruti Swift LXI,0,12,175000,70000,0,1,0,1,1
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,0,5,950000,15000,1,0,0,1,0
Maruti Celerio LXI MT BSIV,0,4,340000,50000,0,1,0,1,1
Renault Captur 1.5 Diesel RXT,0,6,825000,13500,1,0,0,1,1
Audi A4 30 TFSI Technology,0,5,3100000,22000,0,1,0,1,0
Honda Amaze VX Diesel BSIV,0,5,780000,25000,1,0,1,0,1
Toyota Corolla Altis 1.8 VL AT,1,13,350000,80000,0,1,0,1,0
Honda Amaze VX Petrol BSIV,0,5,690000,39000,0,1,1,0,1
Maruti Alto 800 VXI,0,7,245000,60000,0,1,0,1,1
Honda Amaze VX Diesel BSIV,0,5,790000,49000,1,0,1,0,1
Honda Amaze VX i-VTEC,0,5,680000,48600,0,1,1,0,1
Hyundai Grand i10 Asta Option,1,6,540000,20000,0,1,0,1,1
Mahindra KUV 100 mFALCON G80 K2,0,7,425000,25000,0,1,0,1,1
Maruti Zen Estilo Sports,0,15,140000,120000,0,1,0,1,1
Maruti Ertiga ZDI Plus,0,4,1100000,30000,1,0,0,1,1
Renault Lodgy 85PS RxL,0,8,715000,35000,1,0,0,1,1
Maruti Swift VXI,0,10,370000,90000,0,1,0,1,1
Hyundai Verna CRDi ABS,1,16,175000,80000,1,0,0,1,1
Mercedes-Benz E-Class 230,1,25,1000000,35000,0,1,0,1,0
Maruti Alto 800 LXI,1,10,92800,25000,0,1,0,1,1
Tata Xenon XT EX 4X2,0,9,291000,90000,1,0,0,1,1
Maruti Alto 800 LXI,1,10,92800,25000,0,1,0,1,1
Renault KWID 1.0 RXT Optional,0,7,350000,20000,0,1,0,1,1
Maruti Omni 5 Str STD,1,25,65000,60000,0,1,1,0,1
Maruti Swift Dzire VDI,0,8,650000,58000,1,0,0,1,1
Maruti Wagon R LX BS IV,0,9,350000,40000,0,1,1,0,1
Maruti Wagon R LXI,1,18,75000,70000,0,1,0,1,1
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),0,11,440000,70000,1,0,1,0,1
Hyundai Santro Xing GLS,0,10,270000,60000,0,1,0,1,1
Toyota Innova 2.5 V Diesel 7-seater,0,9,1150000,135000,1,0,1,0,1
Maruti Omni 8 Seater BSII,0,8,238000,70000,0,1,1,0,1
Mercedes-Benz B Class B180 Sports,1,10,1100000,40000,0,1,0,1,0
Mahindra XUV500 W10 2WD,1,8,1200000,75000,1,0,1,0,1
Skoda Fabia 1.2L Diesel Ambiente,0,13,260000,150000,1,0,0,1,1
Toyota Etios VD,1,11,350000,140000,1,0,0,1,1
Toyota Etios Liva VD,0,8,480000,70000,1,0,0,1,1
Toyota Etios Liva GD,1,11,345000,137250,1,0,0,1,1
Mahindra Scorpio M2DI,1,10,500000,110000,1,0,0,1,1
Hyundai Grand i10 Asta Option,0,6,595000,27000,0,1,1,0,1
Hyundai Verna CRDi 1.6 SX Option,0,4,1295000,9000,1,0,1,0,1
Volkswagen Vento 1.5 TDI Highline BSIV,1,4,1350000,5400,1,0,1,0,1
Renault KWID Climber 1.0 MT Opt BSIV,1,3,541000,1000,0,1,1,0,1
Hyundai Santro Asta,0,5,515000,16000,0,1,1,0,1
Ford Figo Aspire Titanium Plus Diesel,1,4,894999,13000,1,0,1,0,1
Renault Pulse RxZ Optional,0,11,325000,47000,1,0,1,0,1
Maruti Ciaz 1.4 Alpha,0,5,925000,22000,0,1,0,1,1
Nissan Terrano XL P,0,6,844999,30000,0,1,0,1,1
Maruti Ciaz 1.4 Alpha,0,5,925000,20000,0,1,0,1,1
Tata Manza Club Class Quadrajet90 LX,0,10,300000,60000,1,0,0,1,1
Toyota Camry M/t,1,15,650000,75000,0,1,0,1,1
Maruti Alto K10 LXI,0,13,175000,64000,0,1,1,0,1
Maruti SX4 S Cross DDiS 320 Delta,0,8,325000,80000,1,0,0,1,1
Renault Duster 85PS Diesel RxZ,0,6,600000,90000,1,0,0,1,1
Maruti Swift ZXI Plus,0,5,700000,30000,0,1,0,1,1
Toyota Corolla H3,1,20,95000,120000,0,1,0,1,0
Maruti Celerio ZXI,0,4,490000,20000,0,1,1,0,1
Tata Safari DICOR 2.2 EX 4x2,0,10,380000,100000,1,0,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,0,5,550000,31000,0,1,1,0,1
Maruti Alto 800 LXI,0,10,225000,47000,0,1,1,0,1
Tata Nexon 1.2 Revotron XM,0,5,570000,11200,0,1,0,1,1
Maruti Alto 800 LXI,0,5,305000,35000,0,1,1,0,1
Maruti Wagon R Duo Lxi,0,13,240000,50000,0,0,1,0,1
Maruti Ertiga SHVS VDI,0,8,700000,55000,1,0,1,0,1
Maruti Omni E MPI STD BS IV,0,5,288000,20000,0,1,1,0,1
Mahindra Bolero B4,0,6,800000,75000,1,0,1,0,1
Maruti Celerio VXI,0,6,430000,93000,0,1,1,0,1
Chevrolet Beat Diesel LT Option,1,14,195000,57000,1,0,1,0,1
Maruti Eeco Smiles 5 Seater AC,0,9,325000,30000,0,1,1,0,1
Renault Duster 85PS Diesel RxE,0,10,450000,73000,1,0,1,0,1
Maruti Swift Dzire VDI,0,7,630000,65000,1,0,1,0,1
Maruti Swift 1.3 VXi,1,14,250000,62000,0,1,1,0,1
Hyundai Santro GLS I - Euro II,0,16,135000,85000,0,1,1,0,1
Chevrolet Spark 1.0 PS,0,13,110000,73000,0,1,0,1,1
Maruti Swift ZDi,0,11,350000,55000,1,0,1,0,1
Maruti Omni E MPI STD BS IV,1,7,240000,5800,0,1,0,1,1
Toyota Innova 2.5 V Diesel 8-seater,0,14,350000,350000,1,0,0,1,1
Maruti Swift ZXI Plus,0,5,600000,30000,0,1,0,1,1
Maruti Swift Dzire VDI,0,5,750000,20000,1,0,0,1,1
Hyundai EON Era Plus,0,5,270000,20000,0,1,0,1,1
Maruti Alto LXi,1,16,90000,100000,0,1,0,1,1
Maruti Wagon R Stingray VXI,0,10,350000,65000,0,1,0,1,1
Ford Figo Diesel Celebration Edition,1,10,285000,90000,1,0,0,1,1
Toyota Innova 2.5 E Diesel MS 7-seater,1,12,665000,267000,1,0,0,1,1
Mahindra Scorpio 2.6 CRDe,1,18,175000,250000,1,0,0,1,1
Mahindra Xylo D2,1,12,350000,140000,1,0,0,1,1
Honda City i-VTEC CVT ZX,0,5,1225000,22000,0,1,1,0,0
Honda Jazz Select Edition Active,1,13,285000,60000,0,1,1,0,1
Honda City i-VTEC VX,0,5,1000000,28635,0,1,1,0,1
Honda Amaze VX Diesel BSIV,0,5,780000,32114,1,0,1,0,1
Maruti Celerio VXI,1,9,300000,82000,0,1,1,0,1
Maruti Swift VXI BSIII,1,17,160000,95149,0,1,1,0,1
Honda Amaze VX i-VTEC,0,5,625000,68458,0,1,1,0,1
Maruti Ritz VXi,0,13,265000,42000,0,1,0,1,1
Honda City i DTEC V,1,9,515000,90000,1,0,0,1,1
Hyundai EON D Lite,0,7,210000,30000,0,1,0,1,1
Maruti Alto LXi,1,14,140000,80000,0,1,0,1,1
Toyota Innova 2.5 GX (Diesel) 7 Seater,0,8,940000,128000,1,0,0,1,1
Nissan Terrano XV Premium 110 PS,0,10,750000,80000,1,0,0,1,1
Maruti Baleno Alpha 1.3,0,7,610000,100000,1,0,0,1,1
Nissan Sunny XV D Premium Leather,0,8,450000,50000,1,0,0,1,1
Toyota Etios Liva GD,0,11,409999,56000,1,0,0,1,1
Hyundai EON 1.0 Era Plus,0,5,100000,21302,0,1,0,1,1
Hyundai i20 Active 1.4 SX,0,7,650000,100000,1,0,0,1,1
Mahindra TUV 300 T8,0,6,650000,80000,1,0,0,1,1
Hyundai Getz 1.3 GLS,0,13,150000,105546,0,1,0,1,1
Toyota Etios Liva 1.2 V,0,5,500000,10000,0,1,0,1,1
Toyota Innova 2.5 GX 7 STR BSIV,1,11,1000000,80000,1,0,0,1,1
Hyundai i20 Magna Optional 1.2,0,10,340000,35000,0,1,0,1,1
Hyundai Elite i20 Asta Option BSIV,0,4,800000,11240,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater,0,10,1010000,120000,1,0,0,1,1
Toyota Etios GD,1,12,350000,120000,1,0,0,1,1
Maruti Swift VDI BSIV,0,7,595000,70000,1,0,0,1,1
Mahindra Scorpio VLX 2WD BSIV,1,9,700000,130000,1,0,0,1,1
Renault KWID RXL,0,4,265000,40000,0,1,0,1,1
Maruti Alto K10 VXI,1,8,320000,60000,0,1,0,1,1
Honda City 1.5 S MT,0,12,310000,110000,0,1,0,1,1
Honda City i DTEC VX,0,9,700000,130000,1,0,0,1,1
Maruti Alto LXi BSIII,1,14,130000,80000,0,1,0,1,1
Maruti Swift Dzire VDi,1,14,150000,120000,1,0,0,1,1
Honda Amaze E i-Dtech,1,8,300000,104000,1,0,0,1,1
Maruti Swift Dzire LXi,1,12,150000,100000,0,1,0,1,1
Honda City 1.3 EXI,1,20,120000,132343,0,1,0,1,1
Hyundai Creta 1.4 CRDi S Plus,1,7,950000,90000,1,0,0,1,1
Maruti Wagon R VXI BS IV,1,16,100000,60000,0,1,0,1,1
Honda Jazz 1.5 SV i DTEC,0,8,450000,76000,1,0,0,1,1
Maruti 800 EX,1,19,30000,60000,0,1,0,1,1
Mahindra Renault Logan 1.6 Petrol GLSX,1,14,200000,30000,0,1,0,1,1
Tata Indigo LS,1,13,250000,96000,1,0,0,1,1
Mahindra Marazzo M8 8Str,0,5,1300000,10000,1,0,0,1,1
Toyota Etios Liva 1.4 VD,0,6,425000,36000,1,0,1,0,1
Honda Amaze VX O iDTEC,0,6,550000,12997,1,0,1,0,1
Maruti Ciaz 1.4 AT Zeta,0,6,500000,40000,0,1,0,1,0
Hyundai Verna CRDi 1.6 SX Option,0,5,1150000,26430,1,0,1,0,1
Maruti Swift 1.3 VXI ABS,0,8,475000,24600,0,1,1,0,1
Maruti Wagon R LXI,0,12,260000,28481,0,1,1,0,1
Ford Ecosport 1.0 Ecoboost Titanium Optional,0,10,350000,100000,0,1,0,1,1
Mahindra XUV500 W8 2WD,0,10,750000,41988,1,0,1,0,1
Maruti Wagon R LXI,0,14,180000,30375,0,1,1,0,1
Renault KWID Climber 1.0 AMT BSIV,0,6,350000,7658,0,1,1,0,0
Maruti Swift Dzire VDI,0,6,611000,34400,1,0,1,0,1
Renault KWID RXL BSIV,0,6,325000,18500,0,1,1,0,1
Maruti Alto VXi,0,8,280000,26134,0,1,1,0,1
Maruti Wagon R AMT VXI,0,9,300000,28942,0,1,1,0,0
Mahindra XUV500 W8 2WD,0,11,711000,53600,1,0,1,0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,0,8,851000,53652,1,0,1,0,1
Maruti Ritz VDi,0,12,260000,52895,1,0,1,0,1
Hyundai Verna SX Diesel,1,10,550000,42324,1,0,1,0,1
Mahindra XUV500 W10 1.99 mHawk,0,7,1044999,65000,1,0,1,0,1
Mahindra Scorpio EX,0,11,550000,60236,1,0,1,0,1
Maruti Wagon R VXI BS IV,1,9,210000,70000,0,1,0,1,1
Maruti Wagon R VXI BS IV,1,9,210000,70000,0,1,0,1,1
Mahindra Xylo E8,1,14,290000,100000,1,0,0,1,1
Fiat 500 Lounge,0,15,250999,110000,1,0,0,1,1
Renault Triber RXT BSIV,0,4,600000,10300,0,1,0,1,1
Fiat Grande Punto EVO 1.3 Active,1,9,270000,120000,1,0,0,1,1
Tata New Safari 4X4 EX,0,11,550000,142000,1,0,0,1,1
Mahindra TUV 300 mHAWK100 T8,0,6,800000,25000,1,0,0,1,1
Tata Altroz XE,0,3,500000,5000,0,1,0,1,1
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0,7,396000,28643,0,1,1,0,1
Honda City i DTEC VX,0,9,600000,50000,1,0,0,1,1
Maruti Wagon R ZXI 1.2,0,4,575000,30000,0,1,1,0,1
Hyundai Santro Sportz BSIV,0,3,520000,5000,0,1,0,1,1
Mahindra XUV500 AT W10 FWD,0,5,1400000,30000,1,0,0,1,0
Maruti Baleno Delta Automatic,0,5,600000,7600,0,1,0,1,0
Chevrolet Beat Diesel LS,0,10,195000,47253,1,0,1,0,1
Maruti Alto K10 VXI AGS,1,8,281000,4432,0,1,1,0,0
Tata Indica GLS BS IV,1,13,75000,110000,0,1,0,1,1
Hyundai Grand i10 Sportz,0,9,400000,25000,0,1,0,1,1
Tata Indica Vista Terra 1.4 TDI,1,14,93000,70000,1,0,0,1,1
Hyundai i20 Active S Petrol,0,7,560000,68523,0,1,1,0,1
Hyundai EON 1.0 Era Plus,0,4,400000,5000,0,1,0,1,1
Tata Tigor 1.2 Revotron XT,0,5,459999,40000,0,1,0,1,1
Hyundai Xcent 1.2 CRDi E,0,6,450000,43000,1,0,0,1,1
Maruti Alto Green LXi (CNG),1,13,88000,80251,0,0,1,0,1
Hyundai i20 1.2 Era,1,13,250000,34500,0,1,0,1,1
Ford Ikon 1.4 ZXi,1,23,22000,42743,0,1,1,0,1
Chevrolet Beat Diesel LS,1,10,130000,93900,1,0,0,1,1
Maruti Zen VXi - BS III,0,19,79000,80000,0,1,0,1,1
Chevrolet Beat Diesel LS,0,11,120000,110000,1,0,0,1,1
BMW 7 Series 730Ld,1,12,1700000,100000,1,0,0,1,0
Chevrolet Optra Magnum 2.0 LT,0,11,300000,25000,1,0,0,1,1
Chevrolet Optra Magnum 2.0 LT,0,11,300000,25000,1,0,0,1,1
Maruti A-Star Lxi,0,14,145000,25000,0,1,0,1,1
Ford Endeavour 3.2 Titanium AT 4X4,0,4,3200000,20000,1,0,0,1,0
Chevrolet Spark 1.0 LT,0,10,240000,10000,0,1,0,1,1
Honda WR-V i-DTEC VX,0,5,700000,30000,1,0,0,1,1
Hyundai Accent GLX,1,13,145000,110000,0,1,0,1,1
Maruti Ertiga VDI Limited Edition,1,9,535000,80000,1,0,0,1,1
Mahindra KUV 100 mFALCON G80 K2 Plus,0,7,420000,21000,0,1,0,1,1
Maruti Alto K10 VXI,0,7,350000,20000,0,1,0,1,1
Maruti Swift VDI BSIV,0,8,550000,32000,1,0,0,1,1
Mitsubishi Montero 3.2 MT,0,16,750000,180000,1,0,0,1,1
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,1,11,198000,70000,1,0,0,1,1
Hyundai i20 Magna Optional 1.4 CRDi,0,10,420000,50000,1,0,0,1,1
Hyundai i20 Magna Optional 1.4 CRDi,0,10,420000,50000,1,0,0,1,1
Ford Endeavour 4x2 XLT,0,19,195000,120000,1,0,0,1,1
Hyundai EON Sportz,1,11,150000,55766,0,1,0,1,1
Nissan Micra XL,1,12,275000,40000,0,1,0,1,1
Maruti 800 Std,1,22,65000,60000,0,1,0,1,1
Maruti Swift LXi BSIV,0,15,200000,50000,0,1,0,1,1
Maruti Swift Dzire VDi,1,13,250000,110000,1,0,0,1,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Maruti Ignis 1.3 Delta,0,5,590000,26350,1,0,1,0,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Tata Indigo CS LX (TDI) BS-III,0,8,225000,68745,1,0,1,0,1
Maruti Alto 800 LXI,0,17,165000,132000,0,1,0,1,1
Mahindra Bolero Power Plus SLX,0,4,860000,35000,1,0,0,1,1
Mahindra XUV500 W6 2WD,0,7,900000,47000,1,0,0,1,1
Tata Indigo TDI,0,10,182000,100000,1,0,0,1,1
Tata Indica Vista Terra 1.4 TDI,0,13,100000,80000,1,0,0,1,1
Hyundai Santro Xing XL eRLX Euro III,1,17,100000,40000,0,1,0,1,1
Maruti Alto K10 VXI AGS,0,6,375000,27289,0,1,1,0,0
Tata Tiago XZA AMT,0,5,525000,10980,0,1,1,0,0
Hyundai EON Era Plus,0,7,320000,24662,0,1,1,0,1
Maruti Swift Dzire VDI,0,10,525000,37000,1,0,1,0,1
Nissan Evalia XV,0,9,650000,28245,1,0,1,0,1
Hyundai Grand i10 1.2 CRDi Sportz Option,0,6,575000,27005,1,0,1,0,1
Hyundai i10 Magna,0,9,355000,39227,0,1,1,0,1
Mahindra KUV 100 D75 K4 Plus 5Str,0,7,470000,31367,1,0,1,0,1
Maruti Wagon R LXI,0,15,221000,35008,0,1,1,0,1
Hyundai Santro Xing GLS,0,14,195000,27005,0,1,1,0,1
Maruti Zen VX,1,22,85000,86000,0,1,0,1,1
Maruti Swift VDI,0,10,400000,50000,1,0,0,1,1
Maruti Baleno Delta 1.3,0,6,650000,20000,1,0,0,1,1
Hyundai i10 Magna 1.2,0,13,400000,50000,0,1,0,1,1
Tata Manza Aura (ABS) Quadrajet BS IV,1,11,295000,80000,1,0,0,1,1
Maruti Omni LPG STD BSIV,1,17,60000,135000,0,0,0,1,1
Maruti Zen D PS,1,20,110000,120000,1,0,0,1,1
Fiat Linea 1.3 Multijet Emotion,0,8,550000,113600,1,0,0,1,1
Hyundai Santro Xing GLS,1,15,190000,70000,0,1,0,1,1
Ford Aspire Titanium Plus Diesel BSIV,0,5,861999,20000,1,0,1,0,1
Ford Aspire Titanium Plus BSIV,0,5,782000,14000,0,1,1,0,1
Ford Freestyle Titanium Plus Diesel BSIV,0,5,836000,26000,1,0,1,0,1
Honda City i VTEC V,0,7,696000,138925,0,1,1,0,1
Honda Jazz 1.5 VX i DTEC,0,7,596000,121764,1,0,1,0,1
Honda Jazz 1.2 VX i VTEC,0,7,612000,105429,0,1,1,0,1
Maruti Alto 800 LXI,0,8,114999,35000,0,1,0,1,1
Tata Bolt Quadrajet XE,0,6,340000,60000,1,0,0,1,1
Maruti Swift ZXI Plus,0,3,550000,5000,0,1,0,1,1
Chevrolet Aveo U-VA 1.2 LT,1,15,114999,70000,0,1,0,1,1
Maruti Wagon R VXI,0,23,105000,80000,0,1,0,1,1
Maruti Vitara Brezza ZDi,0,4,890000,20000,1,0,0,1,1
Tata Nexon 1.2 Revotron XZ Plus,0,4,715000,8000,0,1,0,1,1
Hyundai i20 Asta (o),1,9,525000,54000,0,1,1,0,1
Volkswagen Jetta 2.0L TDI Highline AT,0,11,735000,55300,1,0,1,0,0
Honda Amaze S i-VTEC,0,7,495000,11958,0,1,1,0,1
Hyundai Creta 1.6 SX Option,0,6,1025000,9000,0,1,1,0,1
Mahindra XUV500 W8 2WD,0,8,750000,70000,1,0,0,1,1
Renault Duster 85PS Diesel RxL Optional,0,10,600000,120000,1,0,0,1,1
Hyundai i20 Asta 1.2,1,9,475000,23122,0,1,1,0,1
Hyundai Santro Xing XO,1,16,80000,58000,0,1,1,0,1
Mahindra Bolero 2011-2019 SLE,0,10,325000,62200,1,0,1,0,1
Audi A6 2.0 TDI Premium Plus,1,9,1470000,34000,1,0,1,0,0
Fiat Avventura MULTIJET Emotion,1,8,350000,53000,1,0,0,1,1
Audi A8 4.2 TDI,0,10,2800000,49000,1,0,1,0,0
Datsun RediGO 1.0 S,1,6,210000,15000,0,1,1,0,1
Chevrolet Cruze LT,1,11,349000,44500,1,0,1,0,1
Volkswagen Jetta 1.4 TSI Comfortline,0,10,450000,50000,0,1,0,1,1
Audi A4 2.0 TDI 177 Bhp Premium Plus,0,10,1150000,53000,1,0,1,0,0
Honda Civic 1.8 V AT,0,14,210000,63500,0,1,1,0,0
Mercedes-Benz E-Class Exclusive E 200 BSIV,0,5,4500000,9800,0,1,1,0,0
Volkswagen Polo GTI,0,6,825000,13599,0,1,1,0,0
BMW X1 sDrive 20d xLine,0,6,2750000,13000,1,0,0,1,0
Chevrolet Beat Diesel,0,11,160000,110000,1,0,0,1,1
Mahindra Scorpio SLE BSIV,1,9,550000,100000,1,0,0,1,1
Maruti Swift 1.3 VXI ABS,1,17,95000,110000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater,1,9,725000,90000,1,0,0,1,1
Tata Tigor 1.2 Revotron XZ Option,0,4,670000,17000,0,1,0,1,1
Maruti Alto LX,0,15,65000,140000,0,1,0,1,1
Mahindra Xylo D4,1,8,500000,50000,1,0,0,1,1
Mahindra KUV 100 mFALCON G80 K8 5str,0,6,600000,53000,0,1,0,1,1
